Risk ID,Risk Level,Risk Category,Risk Description,Action Plan,Action Plan Owner,Likelihood,Impact,Risk Rating,Status
RSK-PP-000004,Project Management,Stakeholder,"Tidak mendapat kerjasama, sokongan dan persetujuan daripada Kerajaan Negeri (Sabah dan Sarawak) semasa pelaksanaan projek dan selepas projek disiapkan.","1. Mengadakan sesi libat urus bersama Setiausaha Kerajaan Negeri (SKN) Sabah dan Sarawak bagi mendapatkan persetujuan mengenai Policy-Policy tertentu dan menawarkan  bagi melaksana proses keimigresenan yang melibatkan yang melibatkan bidang kuasa Kerajaan Negeri masing-masing

2.  Melantik focal point daripada pejabat SKN bagi tujuan perbincangan yang lebih terperinci dengan Pasukan Projek  (sekiranya dipersetujui di peringkat Policy) 

3. Mengenalpasti busines process dalam pengurusan pekerja asing di Sabah dan Sarawak untuk diintegrasi atau dibangunkan dalam ",,3,5,15,Closed
RSK-PP-000008,Project Management,Procurement,Kontrak yang tidak menyebelahi pihak Kerajaan.,"1. Semakan draf kontrak Bersama pihak berkepentingan bagi memastikan draf kontrak lengkap dan menyebelahi pihak Kerajaan

2. Draft kontrak akan dikemukakan kepada  PUU KDN untuk semakan sebelum dikemukan kepada AGC bagi tujuan semakan dan kelulusan.","Tower Project Management Kontraktor 
Tower Pengurusan Kerajaan
Item1:  30 Mei 2022
Item2:  30 Mei 2022
",2,5,10,Closed
RSK-STR-000003,Strategic,Technology,Sistem yang dibangunkan tidak boleh berintegrasi dengan perkakasan boleh guna semula,"1. Kontraktor perlu menyenaraikan senarai perkakasan / peralatan yang boleh guna semula dan berintegrasi dengan ; pakai berdasarkan kajian site assesment yang telah dilaksanakan.

2. Kontraktor  hendaklah mencadangkan penggunaan perkakasan tidak boleh guna semula untuk tujuan lain ","BTMR
Tower Infrastruktur Kontraktor 
Item 1: 31 Mei 2022

Tower Infrastruktur Kerajaan
Item 2: 31 Mei 2022",4,5,20,Closed
RSK-APT-000039,Application and Technical,System Development,Kelewatan dalam memuktamadkan rekabentuk sistem akibat dari kelewatan memuktamadkan Arkitektur Sistem Projek .,"1. Mengadakan dan mengenal pasti aktiviti dan kefungsian bisnes proses yang merangkumi end to end process

2. Memastikan kandungan Dokumen Arkitektur Sistem memenuhi keperluan pengguna dan dipersetujui

3. Menyediakan product backlog planning yang komprehensif untuk diguna pakai dalam fasa pembangunan

4. Menambah Human Resource yang berpengalaman dan kompeten dalam membangunkan Solution Arkitektur .","Tower Aplikasi Kontraktor 
Item 1: 28 Februari 2022
Item 2: 30 April 2022
Item 3: 30 April 2022
Item 4: 30 April 2022",5,5,25,Closed
RSK-APT-000014,Application and Technical,"Infrastructure (DC,DRC,NICC,Server)",Penyelenggaraan perisian dan perkakasan yang akan digunakan dalam projek  tidak dilakukan dengan baik serta tidak mengikut jadual.,"1. PPK/ IPM perlu menghantar peringatan dua minggu sebelum aktiviti penyelenggaraan dan pihak kontraktor perlu menyediakan laporan penyelenggaraan seminggu selepas aktiviti selenggara selesai. 

2. Kontraktor  hendaklah menyediakan Laporan Penyelenggaraan Pencegahan (Preventive Maintenance) dalam tempoh 4 kali setahun sepanjang tempoh warranti. 

3. PPK perlu mengadakan mesyuarat pemantauan berkala bagi memastikan penyelanggaraan, pembaikan dan pencegahan dilaksanakan. 

4. Kontraktor  hendaklah menyediakan pasukan penyelenggaraan di setiap negeri/ regional dengan Human Resource yang mencukupi.

5. PPK/ IPM hendaklah memasukkan klausa pembaikan/ penggantian di dalam kontrak jika berlaku vandalisme di lokasi/ cawangan.

6. Kontraktor  hendaklah mengambil insurans untuk kerosakkan yang berpunca daripada vandalisme/ force majure.

","M41 Sebelum Project Handover

Tower Project Management Kerajaan & Tower Pengurusan Kontraktor 
Item 1 & 3: sepanjang tempoh pelaksanaan penyelenggaraan projek 
Item 5: M5

Tower Project Management Kontraktor /Tower Aplikasi Kontraktor 
Item 2: Sepanjang tempoh pelaksanaan penyelenggaraan projek
Item 5: M42-M54 (Sepanjang tempoh pelaksanaan penyelenggaraan projek)
Item 6: Sebelum Fasa Waranti bermula",2,4,8,Closed
RSK-STR-000006,Strategic,Policy,"Halatuju, Policy dan polisi Kerajaan sering berubah mengikut keperluan semasa.","1. Pihak Kerajaan dan Kontraktor hendaklah membangunkan sistem yang configurable dan fleksible dan menggunakan work flow engine.

2. Pihak kerajaan dan kontraktor hendaklah membangunkan keperluan sistem memenuhi keperluan dan polisi terkini.

3. Sekiranya berlaku perubahan halatuju dan Policy kerajaan, pihak kerajaan dan kontraktor hendaklah :
     a. Mengenalpasti modul-modul yang terkesan daripada perubahan Policy dan polisi Kerajaan.
     b. Melakukan perubahan terhadap sistem supaya selaras dengan perubahan polisi.","Tower Aplikasi Kerajaan
Item 2: 16 Mei 2022

Tower Aplikasi Kontraktor 
Item 1: 1 Ogos 2023
Item 2: 16 Mei 2022

Tower Policy Kerajaan
Item 3: 31 Disember 2021",1,5,5,Closed
RSK-OPS-000015,Operation,SOP/ Process,Business process yang memerlukan input dari agensi luar sebagai pengguna masih tidak muktamad dan belum dimaklumkan kepada agensi. ,Perbincangan bersama dengan agensi luar(Pengguna) perlu diadakan dengan kadar segera bagi mendapatkan input dan memuktamadkan proses bisnes yang terlibat (61 agensi);,,4,5,20,Closed
RSK-PP-000007,Project Management,Scope,"Sistem dibangunkan tidak mengikut keperluan 
pengguna.","1. Kontraktor , IPM dan IV&V perlu melantik BE yang sesuai dan mencukupi sepanjang tempoh projek (PM Kontraktor).

2. Pihak Kerajaan dan Kontraktor  hendaklah melibatkan BE masing-masing dalam aktiviti pengujian.

3. Kontraktor  hendaklah menyediakan ahli pasukan projek yang kompeten. 

4. Kontraktor  akan mengadakan kajian keperluan bersama-sama KDN dan JIM dengan melaksanakan Bengkel BPR di dalam Fasa RDS.","Tower Project Management Kontraktor  
Item 1: 30 April 2021
Item4: 28 April 2021

Tower Bisnes Kerajaan
Item2: 30 April 2021

Tower Aplikasi Kerajaan
Item 3: 28 April 2021",2,4,8,Closed
"RSK-APT-000009
",Application and Technical,Deployment,Peralihan (Transition) daripada sistem lama kepada sistem baharu dimana kebarangkalian berlakunya ralat adalah sangat tinggi semasa pelaksanaan.,"1. Kontraktor  perlu menyediakan Pelan Migrasi Sistem yang komprehensif dan menyeluruh.

2. Pelaksanaan migrasi sistem hendaklah mengikut Pelan Migrasi Sistem yang telah ditetapkan.

3. Sistem yang dimigrasi hendaklah diuji secara menyeluruh.

4. Menjalankan satu sesi khas tentang pemetaan bersama pihak Kerajaan termasuk pihak MyIMMS","Tower Teknikal Kontraktor 
Item 1 dan 2: M7
Item 3: M26, M30, M34 dan M38",4,5,20,Closed
RSK-APT-000006,Application and Technical,System Development,Kontraktor  tidak menyerahkan source code yang boleh digunapakai.,"1. Pihak Kerajaan (PPK) dan Kontraktor  hendaklah meletakkan serahan source code dimasukkan dalam kontrak sebagai salah satu serahan mandatori.

2. Pihak Kerajaan (Tower Aplikasi/IPM) hendaklah mewujudkan proses dalam serahan source code hendaklah dimasukkan di dalam kontrak sebelum projek bermula.  

3. Kontraktor  hendaklah menyerahkan source code yang lengkap dan boleh diguna pakai disetiap penghujung release.

4. Pihak Kerajaan (Tower Aplikasi) hendaklah melakukan pengujian terhadap source code yang diserahkan oleh Kontraktor  sebelum pengesahan penerimaan.","M39
Sebelum project closer

Tower Project Management Kerajaan
Item1: M39

Tower Aplikasi Kerajaan
Item2 dan Item4: Sebelum Project Closure

Tower Aplikasi Kontraktor 
Item3: M39",3,5,15,Closed
RSK-APT-000044,Application and Technical,System Development,Penghasilan dokumen keperluan reka bentuk (TDD) bagi modul Kawalan tidak merujuk kepada BPR & URS IBC terkini.,1. Dokumen yang dihasilkan perlu merujuk keperluan BPR & URS IBC yang terkini supaya mengikut spesifikasi yang telah ditetapkan,30/11/2022 0:00,4,5,20,Closed
RSK-APT-000032,Application and Technical,System Development,Kesan atau gangguan di pangkalan data myIMMs serta penggunaan ruang (directory) di server pangkalan data myIMMs setelah proses Oracle Golder Gate dipasang (install).,"1. Kekangan terhadap pelan ini perlu dibincangkan dan dipersetujui oleh Kerajaan.
(30 Jun 2022)

2. Kenal pasti design alternative yang tidak menyebabkan Risk ini berlaku.
(30 Jun 2022)

3.Membentangkan serta mengemukakan Pelan Pembangunan/ Pemasangan OGG.
(30 Jun 2022)","1.Tower Teknikal Kontraktor 

2.Tower Teknikal Kontraktor 

3.Tower Teknikal Kontraktor 
",,4,12,Closed
RSK-APT-000038,Application and Technical,ICT Security,Aspek keselamatan (security) tidak diambil kira dalam persekitaran (DevOps) pembangunan aplikasi,"1. DevSecOps yang mengutamakan aspek keselamatan bagi meningkatkan kod dan Continuous Integration (CI) and Continuous Delivery (CD) pipeline.
(30 Jun 2022)

2. Penggunaan Dynatrace (security tool) sebagai sebahagian DevSecOps pipeline perlu main peranan penting dalam membuat semakan bagi static dan dynamic API security testing.
(30 Jun 2022)","1.Tower Teknikal Kontraktor 

2.Tower Teknikal Kontraktor ",,4,12,Closed
RSK-APT-000040,Application and Technical,System Development,Synchronization data biometric dari myIMMS ke  tidak diboleh dilakukan. ,"Kontraktor  perlu mencadangkan solusi bagaimana untuk semakan data biometric di myIMMS boleh dilaksanakan memandangkan data dari  tidak dapat di synchronize ke myIMMS.
(31 Julai 2022) ","Tower Teknikal Kontraktor 
",,4,12,Closed
RSK-APT-000041,Application and Technical,ICT Security,Proses pengesahan biometric sebagai MFA (Multi Factor Authentication) proses pendaftaran masuk (login) pengguna dalaman tidak dilaksanakan oleh NEC dibawah skop ABIS.,"Kontraktor  perlu mencadangkan solusi dan melaksanakan pengesahan biometric sebagai MFA untuk proses pendaftaran masuk (login).
(30 Mei 2022)
(31 Julai 2022)",Tower Aplikasi Kontraktor ,,5,20,Closed
RSK-PP-000032,Project Management,Scope,Peranan dan skop kerja sub-kontraktor AppFuxion Consulting Sdn. Bhd. yang baharu dilantik tidak jelas,"1. Memaklumkan skop kerja sub-kontraktor AppFuxion dengan jelas dalam Mesyuarat Workstream Kualiti dan Tower Pengurusan
(31 Julai 2022)

2. Memaklumkan secara rasmi kepada pihak Kerajaan skop kerja dan perjanjian yang telah dipersetujui antara Kontraktor  dan sub-kontraktor AppFuxion
(31 Julai 2022)","1.Tower Project Management Kontraktor 

2.Tower Project Management Kontraktor 
",,5,20,Closed
RSK-PP-000033,Project Management,Human Resource,Perancangan Human Resource core team Kontraktor dan sub Kontraktor yang tidak terperinci dan jelas bagi pembangunan 22 modul (16 + 6 tidak termasuk Common Module) sepanjang 12 sprint,"1. Mengemukakan anggaran story point yang tepat sebelum memulakan sprint.
(31 Julai 2022)
(31 Ogos 2022)
(21  September 2022)

2. Tower Pengurusan dan Tower Aplikasi hendaklah menyediakan matriks dalam peranan dan tanggungjawab ahli pasukan semasa fasa pembangunan
(31 Julai 2022)
(31 Ogos 2022)
(21 September 2022)

3. Menyediakan TOR dan RACI bagi setiap ahli pasukan.
(31 Julai 2022)
(31 Ogos 2022)
(31 Disember 2022)

4. Pengiraan mandays perlu disediakan sebelum dan semasa fasa pembangunan
(31 Julai 2022)
(31 Ogos 2022)
(31 Disember 2022)

5. Menggunakan SCRUM dalam memastikan objektif dalam pembangunan tercapai.
(31 Julai 2022)","1.Tower Aplikasi Kontraktor 

2.Tower Aplikasi Kontraktor 

3.Tower Aplikasi Kontraktor 

4.Tower Aplikasi Kontraktor 

5.Tower Aplikasi Kontraktor 






",,5,20,Closed
RSK-APT-000045,Application and Technical,ICT Security,"Tiada Perancangan dan Pelaksanaan Kawalan keselamatan (security) bagi LMS, Portal  dan PMIS di Production Environment.","1. Pemasangan dan konfigurasi yang lengkap bagi external firewall, web application firewall dan SSL Certification.
(31 Julai 2022)

2. Melaksanakan Penetration Testing oleh pihak ketiga (third Party).
(31 Julai 2022)

3. Lain-lain tindakan yang dirasakan perlu untuk mengawal keselamatan.
(31 Julai 2022)","1.Tower Infrastruktur Kontraktor 

2.Tower Bisnes Kontraktor 

3.Tower Infrastruktur Kontraktor 
",,5,20,Closed
"RSK-PP-000018
",Project Management,Komunikasi,Kegagalan pengurusan komunikasi projek di setiap peringkat tadbir urus,"1. Penyediaan Pelan-pelan komunikasi
a. Pelan pengurusan Perubahan (Kontraktor -30 Julai 21)
b. Pelan pengurusan Komunikasi ( Kontraktor 30 September 2021)
c. Pelan Project Management (IV&V- 13 Ogos 2021)
d. Pelan Komunikasi dan kesedaran (Kontraktor -30 Julai 21)
(30 September 2021)

2. Menyediakan struktur organisasi yang seragam dan sama untuk ketiga-tiga pihak (Kontraktor , PPK dan IPM).
(30 September 2021)

3. Kontraktor  hendaklah menyediakan TOR dan RACI yang jelas di dalam Pelan Pengurusan Komunikasi.
(30 September 2021)

4. Menjalankan aktiviti Team Building. 
(30 September 2021)

5. Pemantauan Pelan
(31 Mei 2024)","1. Tower Project Management Kontraktor 

2.Tower Project Management Kontraktor 

3.Tower Project Management Kontraktor 

4.Tower Project Management Kontraktor 

5.Tower Project Management Kerajaan
",4,2,8,Closed
RSK-APT-000022,Application and Technical,System Development,Ancaman Keselamatan Siber (Cyber Security Threat).,"1. Kontraktor  akan melaksanakan Security Posture Assessment dan Pen Test.
(31 Oktober 2023)

2. i. Kontraktor  hendaklah menyediakan perkhidmatan pemantauan di Command Center merangkumi:
a) NOC 
b) SOC,
c) AOC
ii. IPS dan IDS perlu dimasukkan ke dalam Pelan Pelaksanaan. Seperti : 
a) IPS (TippingPoint 8400TX ÃƒƒÃ‚¢€“ Trendmicro) , 
b)IDS (DD Inspector 4100 - Trendmicro)
(31 Mei 2024)

3. Kontraktor  hendaklah mewujudkan/ memasang perkhidmatan/ tools bagi mengesan serangan dan ancaman siber dalam fasa pemasangan.
(31 Mei 2024)

4.  Kontraktor  hendaklah membangunkan Pelan ISMS yang menyeluruh dan komprehensif sehingga mendapat pensijilan ISMS.
(31 Ogos 2024)","1.BTMR
Tower Infrastruktur
Tower Teknikal Kontraktor 

2.Tower Infrastruktur Kontraktor 

3.Tower Infrastruktur Kontraktor 

4.Tower Teknikal Kontraktor 
",5,5,25,Closed
RSK-OPS-000008,Operation,System,Kebergantungan sistem yang dibangunkan kepada OS tertentu.,"Kontraktor  hendaklah memilih tools/ teknologi bagi pembangunan Sistem yang tidak terikat kepada OS tertentu. 
(30 September 2022)",Tower Aplikasi Kontraktor ,2,4,8,Closed
"RSK-PP-000001
",Project Management,Integration,"Kegagalan integrasi  dengan sistem agensi luar/ kontraktor. 

","1. Kontraktor  hendaklah menyediakan pelan pengurusan integrasi yang terperinci dan terancang pada permulaan projek.
(30 September 2021)

2. Kontraktor  hendaklah menyediakan keperluan integrasi yang terperinci dan tepat. Keperluan integrasi perlu dipersetujui oleh semua pihak yang terlibat dan dilaksanakan pada permulaan projek.
(30 September 2021)

3. Pihak Kerajaan perlu menetapkan peranan dan tanggungjawab setiap pihak yang terlibat dalam integrasi sistem dinyatakan secara jelas dan terperinci.
(30 April 2022)

4. Kontraktor  dan agensi hendaklah melaksanakan pengujian integrasi sistem dengan teliti dan menyeluruh berserta penglibatan dari pihak kerajaan.
(31 Mei 2022)
(30 Ogos 2023)

5. Kontraktor  hendaklah menyediakan Human Resource yang kompeten dan mahir dalam pembangunan integrasi.
(30 September 2023)

6. Engagement dengan pengurusan tertinggi agensi untuk mendapatkan kelulusan.
(30 September 2023)","1.Tower Aplikasi Kontraktor 

2.Tower Aplikasi Kontraktor 

3.Tower Aplikasi Kerajaan

4.Tower Aplikasi Kontraktor 

5.Tower Aplikasi Kontraktor 

6.Tower Aplikasi Kerajaan



",3,4,12,Closed
RSK-STR-000001,Strategic,Policy,"Perancangan pembangunan dan pelaksanaan  tidak selari/selaras dengan akta atau polisi semasa Kerajaan yang berkuatkuasa.
","1. Pihak Kerajaan (Tower Policy) hendaklah mengenalpasti senarai akta-akta yang berkaitan yang akan digunapakai sebelum projek bermula.
(31 Disember 2022)

2. Pihak Kerajaan (Tower Policy) hendaklah menyemak semula semua akta yang berkuatkuasa, memberi cadangan dan mendapatkan persetujuan pihak pengurusan atasan sekiranya ada keperluan meminda akta-akta atau menyediakan SOP baru selaras dengan keperluan pembangunan  sebelum projek bermula
(31 Disember 2022)

3. Pihak Kerajaan (Tower Policy) hendaklah memberi cadangan dan mendapatkan persetujuan pihak pengurusan atasan sekiranya ada keperluan meminda akta-akta atau menyediakan SOP baru sebelum projek bermula.
(31 Disember 2022)

4. Menjalankan pemantauan dan memaklumkan dengan segera mengenai sebarang perubahan keputusan-keputusan Policy
(31 Disember 2022)

5. Pihak Kerajaan dan Kontraktor hendaklah membangunkan sistem yang configurable dan fleksible dan menggunakan work flow engine.
(1 Ogos 2023)

6. Pihak kerajaan dan kontraktor hendaklah membangunkan keper,luan sistem memenuhi keperluan dan polisi terkini.
(16 Mei 2022)

7. Sekiranya berlaku perubahan halatuju dan Policy kerajaan, pihak kerajaan dan kontraktor hendaklah :
     a. Mengenalpasti modul-modul yang terkesan daripada perubahan Policy dan polisi Kerajaan.
     b. Melakukan perubahan terhadap sistem supaya selaras dengan perubahan polisi.
(31 Disember 2021)","1.Bahagian IM

2.Bahagian IM

3.Bahagian IM

4.Bahagian IM

5.Tower Aplikasi Kontraktor 
Tower Aplikasi Kerajaan

6.Tower Aplikasi Kontraktor 
Tower Aplikasi Kerajaan

7.Tower Policy Kerajaan



",4,4,16,Closed
RSK-STR-000004,Strategic,Technology,Perubahan Business Process di dalam  yang membabitkan agensi luar masih belum mendapat persetujuan dari agensi-agensi terlibat. ,"Perbincangan dan penerangan yang jelas mengenai Business Process  perlu diadakan dan diberi keutamaan kepada agensi-agensi berikut namun tidak terhad kepada senarai dibawah: 
a. Education Malaysia Global Services (EMGS);
b. Talent Corporation Malaysia Berhad (TalentCorp);
c. Malaysia Digital Economy Corporation (MDEC);
d. Unit Pusat Permohonan Penggambaran Filem Dan Persembahan Artis Luar Negara (PUSPAL);
e. Kementerian Luar Negara (KLN);
f. Biro Pengaduan Awam (BPA); dan
g. Mahkamah Persekutuan
(31 Julai 2022)",Bahagian IM,4,5,20,Closed
RSK-OPS-000006,Operation,Training,Proses serah tugas yang tidak sempurna menyumbang kepada kelewatan pelaksanaan projek.,"1. Menetapkan tempoh untuk proses serah tugas dan senarai semak serah tugas.

2. Mewujudkan program perkongsian maklumat.

3. Mewujudkan shared folder.

4. Semua pihak perlu menyediakan kaedah penggantian (succession planning) sekiranya terdapat  mana-mana pegawai yang bertukar.","Tower Pengurusan (Kerajaan, Kontraktor, IPM & IVV, JIM)",5,2,10,Closed
RSK-STR-000011,Strategic,Technology, yang dibangunkan tidak boleh berintegrasi dengan sistem agensi,"1. Menyenaraikan agensi luar dan sub-sistem serta perincian bagi sub sistem tersebut (Sehala atau Dua Hala)
(30 April 2022)

2. Menyediakan Pelan Integrasi bagi menerangkan metodologi dan pelaksanaan integrasi  dengan semua sub-sistem
(30 April 2022)

3. Menyediakan dokumen Interface Control Document
(31 Disember 2022)","1.Tower Aplikasi Kontraktor 

2.Tower Aplikasi Kontraktor 

3.Tower Aplikasi Kontraktor ",4,5,20,Closed
RSK-APT-000043,Application and Technical,Tools,Kelewatan dalam memuktamadkan fungsi bagi 6 peralatan khas mengakibatkan pembangunan beberapa modul  yang terlibat tidak dapat dilaksanakan,"1. Memuktamadkan fungsi 6 peralatan khas:
-Mobile Enrollment Unit (MEU)
-Mbike 
-Digital Landing Kiosk (DLC) 
-EGate Pejalan Kaki
-Kiosk Passport
-Kiosk iKad

2. Membangunkan prototype (e-gate, mbike, dlc)","1.Tower Infrastruktur
Kontraktor 

2.Tower Infrastruktur
Kontraktor 

",4,5,20,Closed
RSK-APT-000047,Application and Technical,System Development,Pemuktamadan aliran proses modul ESD bagi negeri Sabah masih belum dilaksanakan disebabkan oleh kelewatan engagement untuk mendapatkan persetujuan daripada pihak Kerajaan Negeri Sabah mengakibatkan pembangunan modul ESD terjejas.,"1. Mengadakan libat urus dengan Kerajaan Negeri Sabah untuk memuktamadkan proses kerja. Persediaan pembentangan yang perlu dibuat ialah:
         i. Menyediakan carta alir dan proses kerja yang terlibat. 
         ii. Mendapatkan keputusan dari pihak 
(30 Disember 2022)

2. Menyediakan carta alir dan proses kerja yang terlibat bagi proses modul ESD serta mendapatkan keputusan bagi setiap aliran proses tersebut.
(30 Disember 2022)

3. Mengemas kini dokumen URS dan SRS bagi modul ESD sekiranya terdapat sebarang perubahan pada aliran proses
i. Dokumen BPR
ii. Dokumen URS
iii. Dokumen SRS
(30 Disember 2022)","1. Tower Aplikasi Kerajaan

2. Tower Aplikasi Kerajaan
Tower Aplikasi Kontraktor 

3. Tower Aplikasi Kontraktor ",3,4,12,Closed
PP019,Project Management,Procurement,Pihak Kerajaan melantik Kontraktor yang menggunakan kepakaran asing untuk pelaksanaan projek dan pembangunan aplikasi.,"1. PPK/ IPM hendaklah membuat penetapan melalui penguatkuasaan terma kontrak dalam penglibatan warga asing di dalam projek Kerajaan.

2. PPK/ IPM hendaklah mewujudkan dan menguatkuasa proses pengurusan maklumat sulit supaya terkawal dan tidak jatuh ke pihak ketiga yang tidak berkenaan. 

3. Risk ini dicadangkan menjadi Isu

4. Kontraktor  menyenaraikan senarai nama warga asing yang terlibat

5. Surat rasmi telah dikeluarkan kepada Kontraktor untuk mengemukakan senarai cadangan kakitangan bukan warga negara Malaysia yang terlibat di dalam projek.

6. Perkara ini perlu dibawa ke Mesyuarat Pasukan Projek, Jawatankuasa Teknikal dan Jawatankuasa Pemandu",,3,5,15,Transfer
PP017,Project Management,Procurement,Engagement antara Kontraktor  dan sub-kontraktor di luar pengetahuan dan kawalan Kerajaan.,"1. Kontraktor  perlu mengemukakan senarai sub kontraktor yang akan dilantik untuk persetujuan pihak Kerajaan.


2. Kerajaan dan Kontraktor  hendaklah memastikan kontrak mengandungi  terma-terma berkenaan pelantikan, skop kerja dan penamatan sub kontraktor",,4,4,16,Transfer
PP030,Project Management,Human Resource,Kontraktor gagal menyediakan Human Resource mengikut keperluan projek dalam tempoh masa yang ditetapkan.,"1. Kontraktor  hendaklah membuat persediaan Human Resource seawal mendapat surat pelantikan melalui SST. 

2. Kontraktor  hendaklah menyediakan Pelan Pengurusan Sumber yang komprehensif dan 
terperinci selari dengan penyediaan PMP.

3. Kontraktor  hendaklah melaksanakan dan mematuhi kepada pelan pengurusan yang dipersetujui.

4. PPK hendaklah menguatkuasakan terma dan klausa kontrak.
",,4,4,16,Transfer
PP034,Project Management,Human Resource,Kebocoran dan penyalahgunaan maklumat yang disalurkan kepada kontraktor dan sub kontraktor yang belum melepasi tapisan e-Vetting.,Kontraktor  telah mengemukakan maklumat e-Vetting untuk 54 orang Kontraktor  dan 11 orang Sub-Kontraktor  pada 17 dan 24 Mac 2021.,,5,5,25,Transfer
APT026,Application and Technical,System Development,Pemetaan EPMPRo secara keseluruhan dengan modul-modul dan fungsi fungsi sedia ada di dalam URS PMIS tidak jelas.,"1.	Melaksanakan sistem demo & walkthrough berdasarkan fungsi-fungsi URS PMIS untuk mengenalpasti kehendak dan keperluan pengguna serta memberi keyakinan Go-Live pada Julai 2021. Kesediaan 70% keperluan URS PMIS berdasarkan EPMPRo boleh ditentukan untuk memberi keyakinan pennguna.
2.	Pemetaan di antara EPMPRo dan fungsi-fungsi PMIS perlu didokumenkan sebagai traceability matrix bagi memudahkan pemantauan",,5,5,25,Transfer
PP023,Project Management,Scope,"Kelewatan dalam melaksanakan obligasi oleh mana-mana pihak terlibat (Kontraktor, IPM dan IV&V) akan memberi kesan secara langsung kepada kontraktor lain yang berkaitan.","1. Menyediakan IPP yang terperinci merangkumi aktiviti- aktiviti bagi semua kontraktor dalam .

2. Pasukan kerajaan menetapkan Critical Path projek dengan mewujudkan Integrated Project Plan (IPP) dengan kadar segera serta memastikan penghantaran dokumen mematuhi SDLC dan diserahkan secara berkala ","Tower Project Management Kontraktor ; 
IPM,
IV&V; dan
Tower Project Management Kerajaan

30 September 2021
",4,4,16,Transfer
PP021,Project Management,Scope,Kegagalan pihak kontraktor  untuk menyediakan Pelan-Pelan Project Management dalam tempoh tempoh yang ditetapkan.,"1. PPK/ IPM hendaklah memantau penyediaan PMP mengikut tempoh masa yang ditetapkan.

2. PPK hendaklah menguatkuasakan terma kontrak dan penalti.","Tower Project Management Kerajaan 
Item 1 dan 2: M4",3,4,12,Transfer
APT020,Application and Technical,System Development,Proses kejuruteraan keperluan (requirement engineering process) kontraktor tidak menghasilkan spesifikasi keperluan pada tahap kualiti yang diperlukan dalam projek .,"1. Pihak Kontraktor mestilah menambah baik proses
2. Pihak Kontraktor mestilah memantau penggunaan proses dan berupaya menyesuaikan proses tersebut secara efektif dalam masa yang singkat (iaitu dalam jangka masa bengkel RDS) 
","Tower Aplikasi Kontraktor 
30 Ogos 2021",3,3,9,Transfer
APT030,Application and Technical,Deployment,Kelewatan dalam memuktamadkan SRS bagi modul Kawalan.,"1. DALAM TINDAKAN
Dokumen remedi URS IBC telah dihantar pada 9 Mac 2022 dan sedang dalam semakan IPM dan IV&V; dan
URS IBC akan dibentangkan dalam Mesyuarat JKKK pada sesi Mac 2022.

2. DALAM TINDAKAN
Dokumen SRS telah ditolak dalam Mesyuarat JKKK pada 17 Februari 2022; dan
Akan diserahkan semula pada 3 Mac 2022.

3. SELESAI
Telah melantik SA bagi modul Kawalan untuk melaksanakan SRS.",,4,5,20,Active
APT033,Application and Technical,System Development,"Tiada perincian tentang common module (modul guna sama) di dalam dokumen URS. Contoh common module ialah:
1 . Dashboard Pengguna. Setiap aras pegawai mempunyai dashboard paparan E-reporting bagi melihat senarai, status dan agihan tugasan yang berikan.
2.	Common Email Template bagi kandungan e-mel untuk segala jenis notifikasi e-mel yang perlu/akan dihantar kepada pegawai JIM dan pengguna sistem NIlSe. Contoh e-mel templat seperti e-mel permohonan ditolak.
3.	Konfigurasi sistem oleh admin setiap modul yang boleh diakses oleh semua modul untuk melakukan kemas kini. Contoh konfigurasi awalan lalai (default value) sistem seperti tempoh tamat pasport/visa/pas dan senarai cawangan, unit/ bahagian.
4.	Keperluan audit trail bagi semua modul adalah tergantung:
a.	Modul Pengurusan ID hanya menguruskan audit trail bagi pengurusan ID sahaja di mana hanya merekodkan audit trail bagi proses daftar masuk dan daftar keluar sahaja.
b.	Tiada modul spesifik yang menyelenggarakan keperluan audit trail","Dokumen Common Module yang merangkumi perincian keperluan common module, e-Services dan Mobile Application dijangka akan diselesaikan pada 16 Mei 2022",,4,5,20,Active
APT035,Application and Technical,System Development,Modul RAE mempunyai tahap kebergantungan (dependency) yang tinggi dengan modul-modul lain,,,4,5,20,Active
APT036,Application and Technical,System Development,Aplikasi bagi Data Analytic and Business Intelligent masih belum dimuktamadkan,"1. Penggunaan Spotlight BDA telah dipersetujui dalam Mesyuarat JKT pada 21 Februari 2022. 
 Rekabentuk yang menggunakan Spotlight BDA juga telah dimasukkan dalam dokumen URS dan SRS dan akan dibawa ke Mesyuarat JKKK pada sesi seterusnya

2. URS dan SRS bagi modul BDA/BI telah dihantar kepada pihak Kerajaan pada 5 April 2022",,4,5,20,Active
APT039,Application and Technical,System Development,"1 Tiada perincian keperluan aplikasi Mobile.
a.	Hybrid application
b.	Native application
2. Keperluan aplikasi Mobile tidak dinyatakan bagi menerangkan fungsi-fungsi yang boleh dicapai oleh Mobile.","Dokumen Common Module yang merangkumi perincian keperluan common module, e-Services dan Mobile Application dijangka akan diselesaikan pada 16 Mei 2022",,4,5,20,Active
APT040,Application and Technical,Integration,Kelewatan dalam penyediaan development environment bagi tujuan pembangunan .,"1. Pemasangan telah bermula pada awal Mac 2022

2. Konfigurasi telah bermula pada pertengahan Mac 2022 dan dijangka selesai sepenuhnya pada 30 Jun 2022

SELESAI
3. Pembentangan pelan deployment kepada pihak MAMPU telah dilaksanakan pada 30 Mac 2022",,4,5,20,Active
