Risk ID,Risk Level,Risk Category,Risk Description,Action Plan,Action Plan Owner,Likelihood,Impact,Risk Rating,Status
R116,Application and Technical,ICT Security,Kekangan penggunaan Application Lifecycle Management (ALM) i.e. JIRA yang tidak boleh berada di on-premise KDN.,Memberi justifikasi kepada Pihak Kerajaan sekiranya penggunaan JIRA cloud tidak akan memberi ancaman keselamatan dan kerahsiaan.,"Pasukan IV&V

Perbincangan dengan PPK pada 9-Julai, 2021, untuk menetapkan tarikh lawatan ke MTSSB Software Testing Lab

Penghantaran surat kepada Kerajaan dijangka pada 12 Julai 2021.",2,2,4,Closed
R117,Strategic,Policy,Tiada Enterprise Architecture Office bagi Jabatan Imigresen.,Pihak Kerajaan (JIM) hendaklah mewujudkan Enterprise Architecture office sebelum fasa rekabentuk bermula.,"Bahagian Policy dan Perancangan Strategic JIM/ BTMR / Tower Bisnes Kerajaan
30 Ogos 2024
",4,4,16,Closed
R118,Project Management,Human Resource,Human Resource yang tidak mencukupi untuk aktiviti static testing bagi setiap URS.,Penambahan Human Resource bagi memenuhi keperluan tempoh masa dan kualiti aktiviti pengujian; dan,"Pasukan IV&V
30-Jul-2021 (Sebelum sesi semakan URS)",4,4,16,Closed
R119,Project Management,Human Resource,Human Resource yang tidak mencukupi untuk aktiviti static testing bagi setiap URS.,Penggunaan tools untuk mempercepatkan aktiviti static testing.,"Pasukan IV&V
30-Jul-2021 (Sebelum sesi semakan URS)",4,4,16,Closed
R120,Project Management,Cost,Penggunaan 50 unit lesen EPMPro yang dicadangkan untuk kegunaan Projek  selama empat (4) tahun tidak memenuhi keperluan projek.  EPMPRo bukannya perpetual model dan licence fee akan dikenakan selepas CoA. ,"Membuat penilaian terhadap bilangan pengguna yang akan menggunakan sistem ini mengikut organisasi, jabatan, atau tower.","Tower Pengurusan Kontraktor :
Item1 & Item2: 15 Ogos 2021",5,5,25,Closed
R121,Project Management,Cost,Penggunaan 50 unit lesen EPMPro yang dicadangkan untuk kegunaan Projek  selama empat (4) tahun tidak memenuhi keperluan projek.  EPMPRo bukannya perpetual model dan licence fee akan dikenakan selepas CoA. ,Membentang dan memperolehi persetujuan Kerajaan untuk Cost tambahan PMIS yang terlibat selepas CoA.,"Tower Pengurusan Kontraktor :
Item1 & Item2: 15 Ogos 2021",5,5,25,Closed
R122,Project Management,Procurement,Kemungkinan berlakunya kekangan eksport perkakasan daripada Syarikat Cellebrite disebabkan oleh perubahan peraturan Amerika Syarikat. ,"Kontraktor  perlu membuat perbincangan dengan vendor yang berurusan dengan Syarikat Cellebrite untuk memastikan punca Risk tidak akan menjadi kekangan untuk pengeksportan ke Malaysia. Sebagai alternatif, perbincangan langsung diperlukan dengan JIM sama ada perkakasan lain boleh digunakan untuk menyempurnakan BPR yang terlibat.",,5,5,25,Closed
R123,Project Management,Procurement,Engagement antara Kontraktor  dan sub-kontraktor di luar pengetahuan dan kawalan Kerajaan.,Kontraktor  perlu mengemukakan senarai sub kontraktor yang akan dilantik untuk persetujuan pihak Kerajaan.,,4,4,16,Closed
R124,Project Management,Procurement,Engagement antara Kontraktor  dan sub-kontraktor di luar pengetahuan dan kawalan Kerajaan.,"Kerajaan dan Kontraktor  hendaklah memastikan kontrak mengandungi  terma-terma berkenaan pelantikan, skop kerja dan penamatan sub kontraktor",,4,4,16,Closed
R125,Project Management,Human Resource,Kontraktor gagal menyediakan Human Resource mengikut keperluan projek dalam tempoh masa yang ditetapkan.,Kontraktor  hendaklah membuat persediaan Human Resource seawal mendapat surat pelantikan melalui SST.,,4,4,16,Closed
R126,Project Management,Human Resource,Kontraktor gagal menyediakan Human Resource mengikut keperluan projek dalam tempoh masa yang ditetapkan.,"Kontraktor  hendaklah menyediakan Pelan Pengurusan Sumber yang komprehensif dan 
terperinci selari dengan penyediaan PMP.",,4,4,16,Closed
R127,Project Management,Human Resource,Kontraktor gagal menyediakan Human Resource mengikut keperluan projek dalam tempoh masa yang ditetapkan.,Kontraktor  hendaklah melaksanakan dan mematuhi kepada pelan pengurusan yang dipersetujui.,,4,4,16,Closed
R128,Project Management,Human Resource,Kontraktor gagal menyediakan Human Resource mengikut keperluan projek dalam tempoh masa yang ditetapkan.,PPK hendaklah menguatkuasakan terma dan klausa kontrak.,,4,4,16,Closed
R129,Project Management,Human Resource,Kebocoran dan penyalahgunaan maklumat yang disalurkan kepada kontraktor dan sub kontraktor yang belum melepasi tapisan e-Vetting.,Kontraktor  telah mengemukakan maklumat e-Vetting untuk 54 orang Kontraktor  dan 11 orang Sub-Kontraktor  pada 17 dan 24 Mac 2021.,,5,5,25,Closed
R130,Application and Technical,System Development,Pemetaan EPMPRo secara keseluruhan dengan modul-modul dan fungsi fungsi sedia ada di dalam URS PMIS tidak jelas.,Melaksanakan sistem demo & walkthrough berdasarkan fungsi-fungsi URS PMIS untuk mengenalpasti kehendak dan keperluan pengguna serta memberi keyakinan Go-Live pada Julai,,5,5,25,Closed
R131,Application and Technical,System Development,Pemetaan EPMPRo secara keseluruhan dengan modul-modul dan fungsi fungsi sedia ada di dalam URS PMIS tidak jelas.,Kesediaan 70% keperluan URS PMIS berdasarkan EPMPRo boleh ditentukan untuk memberi keyakinan pennguna.,,5,5,25,Closed
R132,Application and Technical,System Development,Pemetaan EPMPRo secara keseluruhan dengan modul-modul dan fungsi fungsi sedia ada di dalam URS PMIS tidak jelas.,Pemetaan di antara EPMPRo dan fungsi-fungsi PMIS perlu didokumenkan sebagai traceability matrix bagi memudahkan pemantauan,,5,5,25,Closed
R133,Project Management,Scope,"Kelewatan dalam melaksanakan obligasi oleh mana-mana pihak terlibat (Kontraktor, IPM dan IV&V) akan memberi kesan secara langsung kepada kontraktor lain yang berkaitan.",Menyediakan IPP yang terperinci merangkumi aktiviti- aktiviti bagi semua kontraktor dalam .,"Tower Project Management Kontraktor ; 
IPM,
IV&V; dan
Tower Project Management Kerajaan

30 September 2021
",4,4,16,Closed
R134,Project Management,Scope,"Kelewatan dalam melaksanakan obligasi oleh mana-mana pihak terlibat (Kontraktor, IPM dan IV&V) akan memberi kesan secara langsung kepada kontraktor lain yang berkaitan.",Pasukan kerajaan menetapkan Critical Path projek dengan mewujudkan Integrated Project Plan (IPP) dengan kadar segera serta memastikan penghantaran dokumen mematuhi SDLC dan diserahkan secara berkala,"Tower Project Management Kontraktor ; 
IPM,
IV&V; dan
Tower Project Management Kerajaan

30 September 2021
",4,4,16,Closed
R135,Project Management,Scope,Kegagalan pihak kontraktor  untuk menyediakan Pelan-Pelan Project Management dalam tempoh tempoh yang ditetapkan.,PPK/ IPM hendaklah memantau penyediaan PMP mengikut tempoh masa yang ditetapkan.,"Tower Project Management Kerajaan 
Item 1 dan 2: M4",3,4,12,Closed
R136,Project Management,Scope,Kegagalan pihak kontraktor  untuk menyediakan Pelan-Pelan Project Management dalam tempoh tempoh yang ditetapkan.,PPK hendaklah menguatkuasakan terma kontrak dan penalti.,"Tower Project Management Kerajaan 
Item 1 dan 2: M4",3,4,12,Closed
R137,Application and Technical,System Development,Proses kejuruteraan keperluan (requirement engineering process) kontraktor tidak menghasilkan spesifikasi keperluan pada tahap kualiti yang diperlukan dalam projek .,Pihak Kontraktor mestilah menambah baik proses,"Tower Aplikasi Kontraktor 
30 Ogos 2021",3,3,9,Closed
R138,Application and Technical,System Development,Proses kejuruteraan keperluan (requirement engineering process) kontraktor tidak menghasilkan spesifikasi keperluan pada tahap kualiti yang diperlukan dalam projek .,Pihak Kontraktor mestilah memantau penggunaan proses dan berupaya menyesuaikan proses tersebut secara efektif dalam masa yang singkat (iaitu dalam jangka masa bengkel RDS),"Tower Aplikasi Kontraktor 
30 Ogos 2021",3,3,9,Closed
R139,Operation,Training,Kekerapan pertukaran pegawai JIM.,Skop pelaksanaan difokuskan kepada pegawai yang terlibat dengan  sahaja memandangkan pusingan kerja adalah tertakluk kepada arahan dalam Pekeliling Perkhidmatan Bil. 3 Tahun 2004 yang perlu dilaksanakan. Cadangan supaya pengecualian pusingan kerja adalah dalam tempoh pembangunan sehingga projek berjaya dilaksanakan.,"Bahagian Human Resource JIM 
Item 1: 30 Sept 2021

Tower Bisnes Kontraktor 
Item 2: 30 Sept 2021
",5,3,15,Closed
R140,Operation,Training,Kekerapan pertukaran pegawai JIM.,Transfer of knowledge / On job training.,"Bahagian Human Resource JIM 
Item 1: 30 Sept 2021

Tower Bisnes Kontraktor 
Item 2: 30 Sept 2021
",5,3,15,Closed
R141,Project Management,Time,Pelaksanaan tidak mengikut tempoh projek yang ditetapkan.,"Kontraktor  perlu menyediakan Jadual Pelaksanaan yang komprehensif, menyeluruh, jelas dan boleh dilaksanakan.","Tower Project Management Kontraktor  
Item1: 26 Julai 2021
Item2: 30 Ogos 2021
 Item3: 30 Disember 2021


",4,4,16,Closed
R142,Project Management,Time,Pelaksanaan tidak mengikut tempoh projek yang ditetapkan.,Membangunkan PMIS bagi memantau dan mengawal selia pelaksanaan projek .,"Tower Project Management Kontraktor  
Item1: 26 Julai 2021
Item2: 30 Ogos 2021
 Item3: 30 Disember 2021


",4,4,16,Closed
R143,Project Management,Time,Pelaksanaan tidak mengikut tempoh projek yang ditetapkan.,Kontraktor  akan menyediakan Pelan mitigasi untuk mengelakan kelewatan pelaksanaan projek. PMP dan MIP,"Tower Project Management Kontraktor  
Item1: 26 Julai 2021
Item2: 30 Ogos 2021
 Item3: 30 Disember 2021


",4,4,16,Closed
R144,Application and Technical,"Infrastructure (DC,DRC,NICC,Server)",Kekurangan cip semikonduktor di pasaran global yang akan menyebabkan kelewatan penghantaran dan kenaikan harga perkakasan dan peralatan yang perlu disediakan pada persekitaran development dan testing.,Kontraktor  perlu melakukan perolehan/ tempahan perkakasan/ peralatan dengan segera;,"Tower Infrastruktur Kontraktor 

Item1: 30 Oktober 2021

Item2: 30 Oktober 2021

Item3: 30 Oktober 2021",3,5,15,Closed
R145,Application and Technical,"Infrastructure (DC,DRC,NICC,Server)",Kekurangan cip semikonduktor di pasaran global yang akan menyebabkan kelewatan penghantaran dan kenaikan harga perkakasan dan peralatan yang perlu disediakan pada persekitaran development dan testing.,"Mendapatkan surat jaminan dari pembekal bagi pembekalan, perkakasan/ peralatan yang mencukupi dan menepati jadual pelaksanaan yang ditetapkan: dan","Tower Infrastruktur Kontraktor 

Item1: 30 Oktober 2021

Item2: 30 Oktober 2021

Item3: 30 Oktober 2021",3,5,15,Closed
R146,Application and Technical,"Infrastructure (DC,DRC,NICC,Server)",Kekurangan cip semikonduktor di pasaran global yang akan menyebabkan kelewatan penghantaran dan kenaikan harga perkakasan dan peralatan yang perlu disediakan pada persekitaran development dan testing.,Memuktamadkan BOQ peralatan dan perkakasan dengan segera.,"Tower Infrastruktur Kontraktor 

Item1: 30 Oktober 2021

Item2: 30 Oktober 2021

Item3: 30 Oktober 2021",3,5,15,Closed
R147,Operation,Training,"Rekod Training pegawai yang tidak dikemaskini.

",Pihak JIM perlu mewujudkan pengurusan Training yang efisen dan efektif bagi merekodkan serta memantau keperluan Training pegawai bagi meningkatkan kompetensi serta prestasi dari semasa ke semasa.,"Tower Bisnes Kerajaan
30 Ogos 2021
(Portal LMS selesai dibangunkan)

30 Ogos 2024 (pemantauan sepanjang tempoh pelaksanaan projek)",5,2,10,Closed
R148,Operation,Human Resource,"Kekurangan komitmen, libat urus dan kerjasama dari semua peringkat (JIM) dari segi penggunaan .

",Tower BIsnes hendaklah menyediakan Pelan Pengurusan Perubahan yang mengambilkira penglibatan semua peringkat pemegang taruh sepanjang pelaksanaan  dan selepas sistem go-live dalam tempoh pra-projek.,"Kontraktor / Tower Bisnes Kerajaan
Item1: 30 Julai 2021
Item2: 30 Mei 2025

Tower Bisnes
Item3: 30 Julai 2024
(selepas sistem Go-Live sepenuhnya)
Item4: 30 Ogos 2025 (berterusan sehingga tamat kontrak)",3,4,12,Closed
R149,Operation,Human Resource,"Kekurangan komitmen, libat urus dan kerjasama dari semua peringkat (JIM) dari segi penggunaan .

","Tower BIsnes hendaklah melaksanakan aktiviti penilaian penerimaan terhadap sistem baharu secara berkala bagi mengukur tahap penerimaan pemegang taruh. 

3 .Tower Bisnes hendaklah mewujudkan repositori pekeliling yang boleh dicapai oleh semua pegawai dan mengemaskini pekeliling dari masa ke semasa.","Kontraktor / Tower Bisnes Kerajaan
Item1: 30 Julai 2021
Item2: 30 Mei 2025

Tower Bisnes
Item3: 30 Julai 2024
(selepas sistem Go-Live sepenuhnya)
Item4: 30 Ogos 2025 (berterusan sehingga tamat kontrak)",3,4,12,Closed
R150,Operation,Human Resource,"Kekurangan komitmen, libat urus dan kerjasama dari semua peringkat (JIM) dari segi penggunaan .

",Ketua Unit/ Bahagian/ Cawangan perlu mendapat  pengesahan baca dan faham pekeliling yang diedarkan dari setiap pegawai yang terlibat.,"Kontraktor / Tower Bisnes Kerajaan
Item1: 30 Julai 2021
Item2: 30 Mei 2025

Tower Bisnes
Item3: 30 Julai 2024
(selepas sistem Go-Live sepenuhnya)
Item4: 30 Ogos 2025 (berterusan sehingga tamat kontrak)",3,4,12,Closed
R151,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),"Fasa 1 - 30 Ogos 2021
Pembangunan/  Konfigurasi 18 Modul Aplikasi","Tower Project Management Kontraktor 
31 Disember 2021 (M10)

Cadangan Tarikh baharu: 1 April 2022 
(Jika CR diluluskan)",4,5,20,Closed
R152,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Kontrak,"Tower Project Management Kontraktor 
31 Disember 2021 (M10)

Cadangan Tarikh baharu: 1 April 2022 
(Jika CR diluluskan)",4,5,20,Closed
R153,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Portfolio,"Tower Project Management Kontraktor 
31 Disember 2021 (M10)

Cadangan Tarikh baharu: 1 April 2022 
(Jika CR diluluskan)",4,5,20,Closed
R154,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Jadual,"Tower Project Management Kontraktor 
31 Disember 2021 (M10)

Cadangan Tarikh baharu: 1 April 2022 
(Jika CR diluluskan)",4,5,20,Closed
R155,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Deployment,"Tower Project Management Kontraktor 
31 Disember 2021 (M10)

Cadangan Tarikh baharu: 1 April 2022 
(Jika CR diluluskan)",4,5,20,Closed
R156,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Cost,"Tower Project Management Kontraktor 
31 Disember 2021 (M10)

Cadangan Tarikh baharu: 1 April 2022 
(Jika CR diluluskan)",4,5,20,Closed
R157,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Serahan,"Tower Project Management Kontraktor 
31 Disember 2021 (M10)

Cadangan Tarikh baharu: 1 April 2022 
(Jika CR diluluskan)",4,5,20,Closed
R158,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Dashboard dan laporan,"Tower Project Management Kontraktor 
31 Disember 2021 (M10)

Cadangan Tarikh baharu: 1 April 2022 
(Jika CR diluluskan)",4,5,20,Closed
R159,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Kawalan Kualiti,"Tower Project Management Kontraktor 
31 Disember 2021 (M10)

Cadangan Tarikh baharu: 1 April 2022 
(Jika CR diluluskan)",4,5,20,Closed
R160,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Risk,"Tower Project Management Kontraktor 
31 Disember 2021 (M10)

Cadangan Tarikh baharu: 1 April 2022 
(Jika CR diluluskan)",4,5,20,Closed
R161,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Isu,"Tower Project Management Kontraktor 
31 Disember 2021 (M10)

Cadangan Tarikh baharu: 1 April 2022 
(Jika CR diluluskan)",4,5,20,Closed
R162,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Tindakan,"Tower Project Management Kontraktor 
31 Disember 2021 (M10)

Cadangan Tarikh baharu: 1 April 2022 
(Jika CR diluluskan)",4,5,20,Closed
R163,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Keperluan,"Tower Project Management Kontraktor 
31 Disember 2021 (M10)

Cadangan Tarikh baharu: 1 April 2022 
(Jika CR diluluskan)",4,5,20,Closed
R164,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Kawalan Pindaan,"Tower Project Management Kontraktor 
31 Disember 2021 (M10)

Cadangan Tarikh baharu: 1 April 2022 
(Jika CR diluluskan)",4,5,20,Closed
R165,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Dokumen,"Tower Project Management Kontraktor 
31 Disember 2021 (M10)

Cadangan Tarikh baharu: 1 April 2022 
(Jika CR diluluskan)",4,5,20,Closed
R166,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Human Resource,"Tower Project Management Kontraktor 
31 Disember 2021 (M10)

Cadangan Tarikh baharu: 1 April 2022 
(Jika CR diluluskan)",4,5,20,Closed
R167,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),"Dashboard Report Risk, Isu, Action","Tower Project Management Kontraktor 
31 Disember 2021 (M10)

Cadangan Tarikh baharu: 1 April 2022 
(Jika CR diluluskan)",4,5,20,Closed
R168,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Dashboard Module Integration dan Change Request,"Tower Project Management Kontraktor 
31 Disember 2021 (M10)

Cadangan Tarikh baharu: 1 April 2022 
(Jika CR diluluskan)",4,5,20,Closed
R169,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Aset,"Tower Project Management Kontraktor 
31 Disember 2021 (M10)

Cadangan Tarikh baharu: 1 April 2022 
(Jika CR diluluskan)",4,5,20,Closed
R170,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Fasa 2 -  November 2021,"Tower Project Management Kontraktor 
31 Disember 2021 (M10)

Cadangan Tarikh baharu: 1 April 2022 
(Jika CR diluluskan)",4,5,20,Closed
R171,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),"Public facing -DNS readiness, portal , SMTP","Tower Project Management Kontraktor 
31 Disember 2021 (M10)

Cadangan Tarikh baharu: 1 April 2022 
(Jika CR diluluskan)",4,5,20,Closed
R172,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Integrasi tool dengan DevOp dan JIRA,"Tower Project Management Kontraktor 
31 Disember 2021 (M10)

Cadangan Tarikh baharu: 1 April 2022 
(Jika CR diluluskan)",4,5,20,Closed
R173,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Dokumen URS hendaklah dimuktamadkan dan disahkan oleh pemilik modul,"Tower Project Management Kontraktor 
31 Disember 2021 (M10)

Cadangan Tarikh baharu: 1 April 2022 
(Jika CR diluluskan)",4,5,20,Closed
R174,Project Management,Integration,Agensi tidak mempunyai peruntukan kewangan yang mencukupi untuk melaksanakan integrasi sistem-sistem sedia ada di agensi dengan  bagi keperluan JIM,Kerajaan menjadi sebagai penghubung diantara sistem Kerajaan yang lain dengan kontraktor .,"Tower Aplikasi Kerajaan
Item 1: Sebelum RDS dimuktamadkan (September 2021)

Tower Aplikasi Kerajaan
Item 2: 31 Januari 2022


Tower Aplikasi dan Bisnes Kerajaan
Item3: 31 Januari 2022

Workstream Integrasi
Item 1- 3: Sebelum Serahan Pelan Integrasi Sistem (Final) 
31 Januari 2022

",2,5,10,Closed
R175,Project Management,Integration,Agensi tidak mempunyai peruntukan kewangan yang mencukupi untuk melaksanakan integrasi sistem-sistem sedia ada di agensi dengan  bagi keperluan JIM,Mengenal pasti 24 agensi yang akan berintegrasi dengan .,"Tower Aplikasi Kerajaan
Item 1: Sebelum RDS dimuktamadkan (September 2021)

Tower Aplikasi Kerajaan
Item 2: 31 Januari 2022


Tower Aplikasi dan Bisnes Kerajaan
Item3: 31 Januari 2022

Workstream Integrasi
Item 1- 3: Sebelum Serahan Pelan Integrasi Sistem (Final) 
31 Januari 2022

",2,5,10,Closed
R176,Project Management,Integration,Agensi tidak mempunyai peruntukan kewangan yang mencukupi untuk melaksanakan integrasi sistem-sistem sedia ada di agensi dengan  bagi keperluan JIM,Mengenal pasti agensi yang melibatkan Cost tambahan bagi pelaksanaan integrasi dengan,"Tower Aplikasi Kerajaan
Item 1: Sebelum RDS dimuktamadkan (September 2021)

Tower Aplikasi Kerajaan
Item 2: 31 Januari 2022


Tower Aplikasi dan Bisnes Kerajaan
Item3: 31 Januari 2022

Workstream Integrasi
Item 1- 3: Sebelum Serahan Pelan Integrasi Sistem (Final) 
31 Januari 2022

",2,5,10,Closed
R177,Project Management,Integration,Agensi tidak mempunyai peruntukan kewangan yang mencukupi untuk melaksanakan integrasi sistem-sistem sedia ada di agensi dengan  bagi keperluan JIM,"Perbincangan terperinci dengan Kontraktor  perlu dilakukan semasa fasa RDS / Requirement Study bersama semua pihak terlibat bagi membolehkan pihak agensi membuat persiapan dan tindakan awal seperti permohonan bajet, perbincangan dengan kontraktor untuk semua sistem-sistem yang terlibat di agensi.","Tower Aplikasi Kerajaan
Item 1: Sebelum RDS dimuktamadkan (September 2021)

Tower Aplikasi Kerajaan
Item 2: 31 Januari 2022


Tower Aplikasi dan Bisnes Kerajaan
Item3: 31 Januari 2022

Workstream Integrasi
Item 1- 3: Sebelum Serahan Pelan Integrasi Sistem (Final) 
31 Januari 2022

",2,5,10,Closed
R178,Project Management,Integration,Agensi tidak mempunyai peruntukan kewangan yang mencukupi untuk melaksanakan integrasi sistem-sistem sedia ada di agensi dengan  bagi keperluan JIM,PPK hendaklah mengenal pasti keutamaan agensi untuk pelaksaaan integrasi yang melibatkan Cost tambahan.,"Tower Aplikasi Kerajaan
Item 1: Sebelum RDS dimuktamadkan (September 2021)

Tower Aplikasi Kerajaan
Item 2: 31 Januari 2022


Tower Aplikasi dan Bisnes Kerajaan
Item3: 31 Januari 2022

Workstream Integrasi
Item 1- 3: Sebelum Serahan Pelan Integrasi Sistem (Final) 
31 Januari 2022

",2,5,10,Closed
R179,Project Management,Kualiti,Serahan projek kurang berkualiti.,Kontraktor  hendaklah membangunkan Pelan Pengurusan Kualiti dan Pelan Pengujian (Test Plan) yang komprehensif dan melaksanakan pelan tersebut dengan sempurna.,"Tower Project Management Kontraktor 
Item1, Item2, Item4 & Item5: M39

Jabatan Imigresen Malaysia
Item3: M39",4,4,16,Closed
R180,Project Management,Kualiti,Serahan projek kurang berkualiti.,"Sebarang serahan/ deliverables  semasa pelaksanaan projek, Kontraktor  hendaklah:_x000B_

_x000B_a) mengguna pakai templat yang telah disediakan oleh Kerajaan;_x000B__x000B_

b) melalui proses kualiti diperingkat dalaman Kontraktor terlebih dahulu sebelum serahan dibuat; dan_x000B__x000B_

c) Pihak IV&V perlu menyemak serahan/ deliverable (teknikal) dan memberi pandangan untuk meningkatkan kualiti kepada pihak kontraktor.


d)  Kontraktor perlu melengkapkan borang    semakan bagi setiap serahan.

3.Pihak Kerajaan (JIM) perlu menyemak dengan teliti dan mengesahkan keperluan sistem yang dinyatakan dalam dokumen URS dan SRS adalah memenuhi keperluan Kerajaan._x000B__x000B_","Tower Project Management Kontraktor 
Item1, Item2, Item4 & Item5: M39

Jabatan Imigresen Malaysia
Item3: M39",4,4,16,Closed
R181,Project Management,Kualiti,Serahan projek kurang berkualiti.,Pembangunan  oleh Kontraktor  hendaklah menggunakan metodologi yang telah ditetapkan dan dipersetujui oleh pihak Kerajaan,"Tower Project Management Kontraktor 
Item1, Item2, Item4 & Item5: M39

Jabatan Imigresen Malaysia
Item3: M39",4,4,16,Closed
R182,Operation,Training,"Bilangan tenaga pengajar yang berpengalaman dan mahir dalam bidang berkaitan tidak mencukupi.
",Pihak JIM hendaklah mewujudkan pasukan Master Trainer yang terlatih (dalam aspek kepenggunaan ) semasa fasa permulaan projek. Pemilihan Master Trainer hendaklah berdasarkan kriteria atau senarai semak yang bersesuaian.,"Bahagian Human Resource JIM
Item 1: M19

Tower Pengurusan Perubahan Kontraktor 
Item 2 dan 3: M23, M27, M31 dan M35",3,4,12,Closed
R183,Operation,Training,"Bilangan tenaga pengajar yang berpengalaman dan mahir dalam bidang berkaitan tidak mencukupi.
",Kontraktor  hendaklah menyediakan TNA yang jelas untuk Master Trainer semasa fasa permulaan projek sebagai persediaan sebagai Master Trainer.,"Bahagian Human Resource JIM
Item 1: M19

Tower Pengurusan Perubahan Kontraktor 
Item 2 dan 3: M23, M27, M31 dan M35",3,4,12,Closed
R184,Operation,Training,"Bilangan tenaga pengajar yang berpengalaman dan mahir dalam bidang berkaitan tidak mencukupi.
",Kontraktor  hendaklah melatih Master Trainer mengikut Training Plan yang telah ditetapkan dan silibus untuk Master Trainer hendaklah komprehensif dan menyeluruh.,"Bahagian Human Resource JIM
Item 1: M19

Tower Pengurusan Perubahan Kontraktor 
Item 2 dan 3: M23, M27, M31 dan M35",3,4,12,Closed
R185,Operation,Training,Masa Training yang tidak sesuai terutama bagi pegawai yang bertugas shift/ one-man show.,Kontraktor  hendaklah menyediakan jadual Training alternatif dan membuat penjadualan semula bagi pegawai yang tidak dapat hadir.,"Tower Bisnes Kontraktor 
Item1: M19 Sebelum R1 bermula
Item2: M19 Sebelum R1 bermula",5,4,20,Closed
R186,Operation,Training,Masa Training yang tidak sesuai terutama bagi pegawai yang bertugas shift/ one-man show.,Kontraktor  hendaklah menyediakan Training atas talian/ Computer Based Training (CBT) sebagai alternatif.,"Tower Bisnes Kontraktor 
Item1: M19 Sebelum R1 bermula
Item2: M19 Sebelum R1 bermula",5,4,20,Closed
R187,Operation,Training,Masa Training yang tidak sesuai terutama bagi pegawai yang bertugas shift/ one-man show.,Penyediaan TOR dan RACI yang jelas di dalam Pelan Pengurusan Komunikasi.,"Tower Bisnes Kontraktor 
Item1: M19 Sebelum R1 bermula
Item2: M19 Sebelum R1 bermula",5,4,20,Closed
